topic	study
CD015705	37748215
CD015705	37748719
CD015705	37748848
CD015705	37748900
CD015705	37748906
CD015705	37749281
CD015705	37749375
CD015705	37749433
CD015705	37749656
CD015705	37751206
CD015705	37751241
CD015705	37751429
CD015705	37751942
CD015705	37752312
CD015705	37752827
CD015705	37752977
CD015705	37752980
CD015705	37753114
CD015705	37753247
CD015705	37753703
CD015705	37753831
CD015705	37754060
CD015705	37754518
CD015705	37755525
CD015705	37755531
CD015705	37756047
CD015705	37756049
CD015705	37756051
CD015705	37756321
CD015705	37756331
CD015705	37757677
CD015705	37757747
CD015705	37758227
CD015705	37758280
CD015705	37758320
CD015705	37758679
CD015705	37759090
CD015705	37761707
CD015705	37761725
CD015705	37761746
CD015705	37761777
CD015705	37763659
CD015705	37766382
CD015705	37766502
CD015705	37766632
CD015705	37766902
CD015705	37766904
CD015705	37767314
CD015705	37767421
CD015705	37768663
CD015705	37768708
CD015705	37768716
CD015705	37768899
CD015705	37768919
CD015705	37768943
CD015705	37770339
CD015705	37770518
CD015705	37770894
CD015705	37771410
CD015705	37771461
CD015705	37771820
CD015705	37771835
CD015705	37772235
CD015705	37772254
CD015705	37773608
CD015705	37773616
CD015705	37773618
CD015705	37773660
CD015705	37773974
CD015705	37774648
CD015705	37774752
CD015705	37775320
CD015705	37775357
CD015705	37775400
CD015705	37775611
CD015705	37776327
CD015705	37776604
CD015705	37776668
CD015705	37777394
CD015705	37777452
CD015705	37777722
CD015705	37777731
CD015705	37778231
CD015705	37778423
CD015705	37778624
CD015705	37778672
CD015705	37780445
CD015705	37780448
CD015705	37780450
CD015705	37780602
CD015705	37781454
CD015705	37781703
CD015705	37782226
CD015705	37782500
CD015705	37782538
CD015705	37782541
CD015705	37784166
CD015705	37786402
CD015705	37787038
CD015705	37787058
CD015705	37787301
CD015705	37787657
CD015705	37788058
CD015705	37788072
CD015705	37788613
CD015705	37789304
CD015705	37789392
CD015705	37790167
CD015705	37790190
CD015705	37790487
CD015705	37791010
CD015705	37791642
CD015705	37792255
CD015705	37792444
CD015705	37792455
CD015705	37792468
CD015705	37792676
CD015705	37793103
CD015705	37793617
CD015705	37793618
CD015705	37793926
CD015705	37793946
CD015705	37794342
CD015705	37794423
CD015705	37794562
CD015705	37794852
CD015705	37794872
CD015705	37795055
CD015705	37795133
CD015705	37795492
CD015705	37795966
CD015705	37796220
CD015705	37796327
CD015705	37796544
CD015705	37796569
CD015705	37796729
CD015705	37798296
CD015705	37798573
CD015705	37798574
CD015705	37798575
CD015705	37798577
CD015705	37798579
CD015705	37798580
CD015705	37798581
CD015705	37798582
CD015705	37798583
CD015705	37798584
CD015705	37798629
CD015705	37798804
CD015705	37799369
CD015705	37799371
CD015705	37799864
CD015705	37800541
CD015705	37800732
CD015705	37800881
CD015705	37800885
CD015705	37801442
CD015705	37801758
CD015705	37801913
CD015705	37801937
CD015705	37803094
CD015705	37803298
CD015705	37805357
CD015705	37806559
CD015705	37806855
CD015705	37807041
CD015705	37808815
CD015705	37808992
CD015705	37809123
CD015705	37811666
CD015705	37811698
CD015705	37812384
CD015705	37812488
CD015705	37812769
CD015705	37813085
CD015705	37813505
CD015705	37813533
CD015705	37814984
CD015705	37815283
CD015705	37815761
CD015705	37815850
CD015705	37815861
CD015705	37816010
CD015705	37816569
CD015705	37817157
CD015705	37817289
CD015705	37818146
CD015705	37818291
CD015705	37818304
CD015705	37819696
CD015705	37819697
CD015705	37819698
CD015705	37820056
CD015705	37820384
CD015705	37820496
CD015705	37820853
CD015705	37821574
CD015705	37821881
CD015705	37821898
CD015705	37822326
CD015705	37822579
CD015705	37822697
CD015705	37823482
CD015705	37824183
CD015705	37824187
CD015705	37824346
CD015705	37827434
CD015705	37828592
CD015705	37828681
CD015705	37829596
CD015705	37829971
CD015705	37830875
CD015705	37831296
CD015705	37831486
CD015705	37831492
CD015705	37831493
CD015705	37831638
CD015705	37831780
CD015705	37833123
CD015705	37833661
CD015705	37835052
CD015705	37835074
CD015705	37835125
CD015705	37836923
CD015705	37837243
CD015705	37837429
CD015705	37838360
CD015705	37838915
CD015705	37839697
CD015705	37841297
CD015705	37841513
CD015705	37841542
CD015705	37841653
CD015705	37842118
CD015705	37842174
CD015705	37842420
CD015705	37843702
CD015705	37843891
CD015705	37844424
CD015705	37845594
CD015705	37845650
CD015705	37845671
CD015705	37846275
CD015705	37846402
CD015705	37847293
CD015705	37847535
CD015705	37847536
CD015705	37847651
CD015705	37847668
CD015705	37849382
CD015705	37849392
CD015705	37849858
CD015705	37850243
CD015705	37850426
CD015705	37850906
CD015705	37851494
CD015705	37851497
CD015705	37851500
CD015705	37852601
CD015705	37852920
CD015705	37853272
CD015705	37853354
CD015705	37853386
CD015705	37854022
CD015705	37854638
CD015705	37854783
CD015705	37855221
CD015705	37855227
CD015705	37855732
CD015705	37855901
CD015705	37856125
CD015705	37856183
CD015705	37856185
CD015705	37856817
CD015705	37857043
CD015705	37857441
CD015705	37858179
CD015705	37858586
CD015705	37858616
CD015705	37858794
CD015705	37858888
CD015705	37859676
CD015705	37859864
CD015705	37860028
CD015705	37860038
CD015705	37860039
CD015705	37860603
CD015705	37860880
CD015705	37861192
CD015705	37861268
CD015705	37861537
CD015705	37862066
CD015705	37862075
CD015705	37862286
CD015705	37862302
CD015705	37862962
CD015705	37863795
CD015705	37863801
CD015705	37864012
CD015705	37864226
CD015705	37864258
CD015705	37864949
CD015705	37866700
CD015705	37867449
CD015705	37867500
CD015705	37867851
CD015705	37868065
CD015705	37868472
CD015705	37868497
CD015705	37868688
CD015705	37869018
CD015705	37869829
CD015705	37870515
CD015705	37870843
CD015705	37870902
CD015705	37870903
CD015705	37871370
CD015705	37871496
CD015705	37871641
CD015705	37872538
CD015705	37872898
CD015705	37873670
CD015705	37874185
CD015705	37874319
CD015705	37874618
CD015705	37874629
CD015705	37874636
CD015705	37874639
CD015705	37874735
CD015705	37875725
CD015705	37875882
CD015705	37875908
CD015705	37876238
CD015705	37876401
CD015705	37876404
CD015705	37876616
CD015705	37877105
CD015705	37877127
CD015705	37877701
CD015705	37878259
CD015705	37878278
CD015705	37878357
CD015705	37878362
CD015705	37878375
CD015705	37878657
CD015705	37879563
CD015705	37879683
CD015705	37879692
CD015705	37879845
CD015705	37880782
CD015705	37881305
CD015705	37881364
CD015705	37881449
CD015705	37881621
CD015705	37881958
CD015705	37882333
CD015705	37882528
CD015705	37882633
CD015705	37883151
CD015705	37883172
CD015705	37883522
CD015705	37883746
CD015705	37884906
CD015705	37884940
CD015705	37884985
CD015705	37885004
CD015705	37885029
CD015705	37885294
CD015705	37885539
CD015705	37886928
CD015705	37887232
CD015705	37888506
CD015705	37889521
CD015705	37890071
CD015705	37890085
CD015705	37890120
CD015705	37890193
CD015705	37890203
CD015705	37892106
CD015705	37892307
CD015705	37892319
CD015705	37892345
CD015705	37892355
CD015705	37893266
CD015705	37893572
CD015705	37897214
CD015705	37897218
CD015705	37897444
CD015705	37897988
CD015705	37900027
CD015705	37900257
CD015705	37900468
CD015705	37900610
CD015705	37901056
CD015705	37901185
CD015705	37901368
CD015705	37902183
CD015705	37902255
CD015705	37902570
CD015705	37902737
CD015705	37902748
CD015705	37902754
CD015705	37902814
CD015705	37902820
CD015705	37902821
CD015705	37902825
CD015705	37902832
CD015705	37902922
CD015705	37902980
CD015705	37903375
CD015705	37903572
CD015705	37903607
CD015705	37903609
CD015705	37904121
CD015705	37904491
CD015705	37905189
CD015705	37905951
CD015705	37906085
CD015705	37906202
CD015705	37906216
CD015705	37906234
CD015705	37906426
CD015705	37907349
CD015705	37908131
CD015705	37908686
CD015705	37910495
CD015705	37913819
CD015705	37914461
CD015705	37915131
CD015705	37915182
CD015705	37915208
CD015705	37915243
CD015705	37915745
CD015705	37915793
CD015705	37916547
CD015705	37916795
CD015705	37917132
CD015705	37917474
CD015705	37917976
CD015705	37918103
CD015705	37918957
CD015705	37919183
CD015705	37919491
CD015705	37919656
CD015705	37919705
CD015705	37919957
CD015705	37920374
CD015705	37921839
CD015705	37921841
CD015705	37921855
CD015705	37921858
CD015705	37922264
CD015705	37923085
CD015705	37923381
CD015705	37924262
CD015705	37925408
CD015705	37926472
CD015705	37926642
CD015705	37926906
CD015705	37926935
CD015705	37927447
CD015705	37927705
CD015705	37928327
CD015705	37928329
CD015705	37928590
CD015705	37928814
CD015705	37928935
CD015705	37929613
CD015705	37929616
CD015705	37930357
CD015705	37930749
CD015705	37931069
CD015705	37931302
CD015705	37931346
CD015705	37931460
CD015705	37931591
CD015705	37931965
CD015705	37931967
CD015705	37932975
CD015705	37933185
CD015705	37933331
CD015705	37933835
CD015705	37933890
CD015705	37934269
CD015705	37934447
CD015705	37934476
CD015705	37934521
CD015705	37934522
CD015705	37934557
CD015705	37934558
CD015705	37934788
CD015705	37936132
CD015705	37936253
CD015705	37936300
CD015705	37936550
CD015705	37936957
CD015705	37937072
CD015705	37937816
CD015705	37938873
CD015705	37938875
CD015705	37938883
CD015705	37938911
CD015705	37939707
CD015705	37940342
CD015705	37940898
CD015705	37940919
CD015705	37940960
CD015705	37941384
CD015705	37941574
CD015705	37941652
CD015705	37942823
CD015705	37942985
CD015705	37943404
CD015705	37943493
CD015705	37943523
CD015705	37943524
CD015705	37943557
CD015705	37943598
CD015705	37943714
CD015705	37944948
CD015705	37945215
CD015705	37945216
CD015705	37945307
CD015705	37945618
CD015705	37945869
CD015705	37946244
CD015705	37946376
CD015705	37947215
CD015705	37947429
CD015705	37947529
CD015705	37947806
CD015705	37948016
CD015705	37948101
CD015705	37948102
CD015705	37948121
CD015705	37948255
CD015705	37948377
CD015705	37948654
CD015705	37949165
CD015705	37950155
CD015705	37950310
CD015705	37950382
CD015705	37952742
CD015705	37953236
CD015705	37953464
CD015705	37954754
CD015705	37955310
CD015705	37955409
CD015705	37955947
CD015705	37955948
CD015705	37955957
CD015705	37956064
CD015705	37956507
CD015705	37956792
CD015705	37957627
CD015705	37957658
CD015705	37957961
CD015705	37960563
CD015705	37960818
CD015705	37961377
CD015705	37962563
CD015705	37962699
CD015705	37962780
CD015705	37962837
CD015705	37962921
CD015705	37962927
CD015705	37962937
CD015705	37963836
CD015705	37964199
CD015705	37964202
CD015705	37964232
CD015705	37964248
CD015705	37964459
CD015705	37965284
CD015705	37965389
CD015705	37965502
CD015705	37965659
CD015705	37966065
CD015705	37966160
CD015705	37966363
CD015705	37968006
CD015705	37968233
CD015705	37968975
CD015705	37970121
CD015705	37970802
CD015705	37971517
CD015705	37971690
CD015705	37971715
CD015705	37971772
CD015705	37971776
CD015705	37971788
CD015705	37971790
CD015705	37972029
CD015705	37972481
CD015705	37973034
CD015705	37973549
CD015705	37973817
CD015705	37974261
CD015705	37974515
CD015705	37974690
CD015705	37974749
CD015705	37975090
CD015705	37975304
CD015705	37975482
CD015705	37976079
CD015705	37976084
CD015705	37976441
CD015705	37976915
CD015705	37978498
CD015705	37978811
CD015705	37978817
CD015705	37978849
CD015705	37978949
CD015705	37979311
CD015705	37979501
CD015705	37980241
CD015705	37980701
CD015705	37981491
CD015705	37982736
CD015705	37982758
CD015705	37982806
CD015705	37983605
CD015705	37983833
CD015705	37984178
CD015705	37984554
CD015705	37984960
CD015705	37985924
CD015705	37986151
CD015705	37986185
CD015705	37987408
CD015705	37987861
CD015705	37988076
CD015705	37988114
CD015705	37988137
CD015705	37988151
CD015705	37989249
CD015705	37989361
CD015705	37989368
CD015705	37990315
CD015705	37990552
CD015705	37990612
CD015705	37990676
CD015705	37990815
CD015705	37991305
CD015705	37991522
CD015705	37991820
CD015705	37991839
CD015705	37993380
CD015705	37993824
CD015705	37993968
CD015705	37994038
CD015705	37994528
CD015705	37994567
CD015705	37994618
CD015705	37996085
CD015705	37997063
CD015705	37997064
CD015705	37997123
CD015705	37997134
CD015705	37997365
CD015705	37999815
CD015705	37999935
CD015705	38000814
CD015705	38000822
CD015705	38000913
CD015705	38001395
CD015705	38001506
CD015705	38002431
CD015705	38004192
CD015705	38005468
CD015705	38006058
CD015705	38006286
CD015705	38006842
CD015705	38007400
CD015705	38007470
CD015705	38007796
CD015705	38007922
CD015705	38009127
CD015705	38009905
CD015705	38010078
CD015705	38010463
CD015705	38010791
CD015705	38011503
CD015705	38011633
CD015705	38011637
CD015705	38011711
CD015705	38011809
CD015705	38012468
CD015705	38012982
CD015705	38013645
CD015705	38014370
CD015705	38015098
CD015705	38015268
CD015705	38015490
CD015705	38015596
CD015705	38015609
CD015705	38015867
CD015705	38016426
CD015705	38016852
CD015705	38019738
CD015705	38019808
CD015705	38019819
CD015705	38021097
CD015705	38021524
CD015705	38021571
CD015705	38021598
CD015705	38021655
CD015705	38021738
CD015705	38022325
CD015705	38022734
CD015705	38023778
CD015705	38024061
CD015705	38024085
CD015705	38024491
CD015705	38025099
CD015705	38025108
CD015705	38025454
CD015705	38025580
CD015705	38025958
CD015705	38026296
CD015705	38026424
CD015705	38028257
CD015705	38028499
CD015705	38029322
CD015705	38030247
CD015705	38030249
CD015705	38030252
CD015705	38030991
CD015705	38031034
CD015705	38031072
CD015705	38031081
CD015705	38032516
CD015705	38032692
CD015705	38032697
CD015705	38032702
CD015705	38032707
CD015705	38032775
CD015705	38032814
CD015705	38033135
CD015705	38033242
CD015705	38033364
CD015705	38033518
CD015705	38034787
CD015705	38035302
CD015705	38035412
CD015705	38035774
CD015705	38036974
CD015705	38037020
CD015705	38037495
CD015705	38038231
CD015705	38038818
CD015705	38038890
CD015705	38039064
CD015705	38039704
CD015705	38040116
CD015705	38040422
CD015705	38040431
CD015705	38040605
CD015705	38041121
CD015705	38041430
CD015705	38042547
CD015705	38042588
CD015705	38042670
CD015705	38042910
CD015705	38043045
CD015705	38043439
CD015705	38044488
CD015705	38044692
CD015705	38045473
CD015705	38045651
CD015705	38045943
CD015705	38045959
CD015705	38046409
CD015705	38046547
CD015705	38046564
CD015705	38047139
CD015705	38047162
CD015705	38047167
CD015705	38047394
CD015705	38047426
CD015705	38047708
CD015705	38047755
CD015705	38048147
CD015705	38048148
CD015705	38049303
CD015705	38049790
CD015705	38049921
CD015705	38050622
CD015705	38050723
CD015705	38051569
CD015705	38051573
CD015705	38053104
CD015705	38053212
CD015705	38053598
CD015705	38053642
CD015705	38055124
CD015705	38055330
CD015705	38055920
CD015705	38056098
CD015705	38056169
CD015705	38056376
CD015705	38057784
CD015705	38057835
CD015705	38057856
CD015705	38058340
CD015705	38058870
CD015705	38058885
CD015705	38059577
CD015705	38059927
CD015705	38060138
CD015705	38060239
CD015705	38060307
CD015705	38060337
CD015705	38061175
CD015705	38061583
CD015705	38061809
CD015705	38061916
CD015705	38062001
CD015705	38062079
CD015705	38062221
CD015705	38062352
CD015705	38062410
CD015705	38063598
CD015705	38064248
CD015705	38064257
CD015705	38064265
CD015705	38064483
CD015705	38065331
CD015705	38065557
CD015705	38066575
CD015705	38066614
CD015705	38066659
CD015705	38070778
CD015705	38071542
CD015705	38071754
CD015705	38072482
CD015705	38072568
CD015705	38072688
CD015705	38073027
CD015705	38073034
CD015705	38073868
CD015705	38074032
CD015705	38074337
CD015705	38074342
CD015705	38074571
CD015705	38074711
CD015705	38074730
CD015705	38076258
CD015705	38076830
CD015705	38077675
CD015705	38077747
CD015705	38078430
CD015705	38078843
CD015705	38079201
CD015705	38079202
CD015705	38079204
CD015705	38079397
CD015705	38081051
CD015705	38081668
CD015705	38082034
CD015705	38082238
CD015705	38082383
CD015705	38082491
CD015705	38082634
CD015705	38083928
CD015705	38084067
CD015705	38084201
CD015705	38084333
CD015705	38085565
CD015705	38085710
CD015705	38086584
CD015705	38086924
CD015705	38087339
CD015705	38087722
CD015705	38087859
CD015705	38088978
CD015705	38089265
CD015705	38090790
CD015705	38090796
CD015705	38090799
CD015705	38091299
CD015705	38092285
CD015705	38092576
CD015705	38092686
CD015705	38093271
CD015705	38094527
CD015705	38096015
CD015705	38096188
CD015705	38097063
CD015705	38097269
CD015705	38097453
CD015705	38097523
CD015705	38098112
CD015705	38098905
CD015705	38099078
CD015705	38099093
CD015705	38100170
CD015705	38100433
CD015705	38101106
CD015705	38101995
CD015705	38102040
CD015705	38104086
CD015705	38104329
CD015705	38104332
CD015705	38104437
CD015705	38104524
CD015705	38105095
CD015705	38105430
CD015705	38106577
CD015705	38107404
CD015705	38107648
CD015705	38107978
CD015705	38109377
CD015705	38110384
CD015705	38110387
CD015705	38110426
CD015705	38110580
CD015705	38111110
CD015705	38111729
CD015705	38111743
CD015705	38111769
CD015705	38111820
CD015705	38112565
CD015705	38113070
CD015705	38113071
CD015705	38113100
CD015705	38113209
CD015705	38114278
CD015705	38114741
CD015705	38114970
CD015705	38115072
CD015705	38115322
CD015705	38115846
CD015705	38115979
CD015705	38116299
CD015705	38116401
CD015705	38116470
CD015705	38123745
CD015705	38124040
CD015705	38125215
CD015705	38125219
CD015705	38126285
CD015705	38126453
CD015705	38127003
CD015705	38127298
CD015705	38127430
CD015705	38127887
CD015705	38128163
CD015705	38128415
CD015705	38128651
CD015705	38128958
CD015705	38129323
CD015705	38129363
CD015705	38130260
CD015705	38130374
CD015705	38130392
CD015705	38130548
CD015705	38130797
CD015705	38130799
CD015705	38131055
CD015705	38132054
CD015705	38133906
CD015705	38133917
CD015705	38134548
CD015705	38135303
CD015705	38135304
CD015705	38135327
CD015705	38135330
CD015705	38135339
CD015705	38138298
CD015705	38140227
CD015705	38142060
CD015705	38142113
CD015705	38142279
CD015705	38142412
CD015705	38142550
CD015705	38142575
CD015705	38143359
CD015705	38143609
CD015705	38143610
CD015705	38144168
CD015705	38144909
CD015705	38145279
CD015705	38145466
CD015705	38145480
CD015705	38145481
CD015705	38146345
CD015705	38147375
CD015705	38147471
CD015705	38148334
CD015705	38148828
CD015705	38149101
CD015705	38149217
CD015705	38149298
CD015705	38149635
CD015705	38150049
CD015705	38150373
CD015705	38150453
CD015705	38150681
CD015705	38151271
CD015705	38151706
CD015705	38151796
CD015705	38152442
CD015705	38152829
CD015705	38153087
CD015705	38153138
CD015705	38153730
CD015705	38153776
CD015705	38153783
CD015705	38153784
CD015705	38153797
CD015705	38153802
CD015705	38153804
CD015705	38153937
CD015705	38154251
CD015705	38155328
CD015705	38155728
CD015705	38155812
CD015705	38155873
CD015705	38157067
CD015705	38157328
CD015705	38157399
CD015705	38157552
CD015705	38158051
CD015705	38158203
CD015705	38159481
CD015705	38159783
CD015705	38160578
CD015705	38161002
CD015705	38161445
CD015705	38161684
CD015705	38161752
CD015705	38161824
CD015705	38161916
CD015705	38162620
CD015705	38162835
CD015705	38162896
CD015705	38163295
CD015705	38164962
CD015705	38165430
CD015705	38165624
CD015705	38165889
CD015705	38166837
CD015705	38166907
CD015705	38166989
CD015705	38167079
CD015705	38167141
CD015705	38167299
CD015705	38167319
CD015705	38168092
CD015705	38169025
CD015705	38170514
CD015705	38170529
CD015705	38171112
CD015705	38171191
CD015705	38171536
CD015705	38172754
CD015705	38172765
CD015705	38172824
CD015705	38172881
CD015705	38173167
CD015705	38174175
CD015705	38174206
CD015705	38175267
CD015705	38175805
CD015705	38176879
CD015705	38178097
CD015705	38178256
CD015705	38178275
CD015705	38178670
CD015705	38179015
CD015705	38179367
CD015705	38179401
CD015705	38180796
CD015705	38180798
CD015705	38180801
CD015705	38180996
CD015705	38182023
CD015705	38182052
CD015705	38182423
CD015705	38182602
CD015705	38182935
CD015705	38183009
CD015705	38184225
CD015705	38184239
CD015705	38184313
CD015705	38184343
CD015705	38184359
CD015705	38184482
CD015705	38184519
CD015705	38184551
CD015705	38184570
CD015705	38185712
CD015705	38186080
CD015705	38186763
CD015705	38186828
CD015705	38187280
CD015705	38188398
CD015705	38188864
CD015705	38188915
CD015705	38190226
CD015705	38191257
CD015705	38191307
CD015705	38191317
CD015705	38191372
CD015705	38191474
CD015705	38191495
CD015705	38191760
CD015705	38191796
CD015705	38192008
CD015705	38192383
CD015705	38192545
CD015705	38192802
CD015705	38192878
CD015705	38194247
CD015705	38194412
CD015705	38194511
CD015705	38195524
CD015705	38196024
CD015705	38196186
CD015705	38196267
CD015705	38196459
CD015705	38196918
CD015705	38197384
CD015705	38197851
CD015705	38198204
CD015705	38198205
CD015705	38198495
CD015705	38198513
CD015705	38198756
CD015705	38199337
CD015705	38199631
CD015705	38199641
CD015705	38199787
CD015705	38200481
CD015705	38200510
CD015705	38200516
CD015705	38200572
CD015705	38200657
CD015705	38200917
CD015705	38200922
CD015705	38201027
CD015705	38201916
CD015705	38202307
CD015705	38204886
CD015705	38204887
CD015705	38204888
CD015705	38205130
CD015705	38205428
CD015705	38205467
CD015705	38206325
CD015705	38206648
CD015705	38206651
CD015705	38206662
CD015705	38207056
CD015705	38207172
CD015705	38211762
CD015705	38211980
CD015705	38212011
CD015705	38212438
CD015705	38212713
CD015705	38212733
CD015705	38212767
CD015705	38212876
CD015705	38214956
CD015705	38214971
CD015705	38215714
CD015705	38216127
CD015705	38216201
CD015705	38216305
CD015705	38216374
CD015705	38217299
CD015705	38218129
CD015705	38218759
CD015705	38219390
CD015705	38219963
CD015705	38220041
CD015705	38220561
CD015705	38221506
CD015705	38222389
CD015705	38222393
CD015705	38222434
CD015705	38224477
CD015705	38224480
CD015705	38224482
CD015705	38225707
CD015705	38226511
CD015705	38226514
CD015705	38226516
CD015705	38227353
CD015705	38227804
CD015705	38229165
CD015705	38229465
CD015705	38229872
CD015705	38229894
CD015705	38230402
CD015705	38230752
CD015705	38231550
CD015705	38231562
CD015705	38231569
CD015705	38231819
CD015705	38232067
CD015705	38232452
CD015705	38232559
CD015705	38232668
CD015705	38232721
CD015705	38234257
CD015705	38234709
CD015705	38235417
CD015705	38235418
CD015705	38235743
CD015705	38235920
CD015705	38236002
CD015705	38236634
CD015705	38236635
CD015705	38236636
CD015705	38237528
CD015705	38238180
CD015705	38238276
CD015705	38238703
CD015705	38238714
CD015705	38239123
CD015705	38239278
CD015705	38239338
CD015705	38241065
CD015705	38241072
CD015705	38241074
CD015705	38241077
CD015705	38241465
CD015705	38241720
CD015705	38242714
CD015705	38243649
CD015705	38243666
CD015705	38243677
CD015705	38243793
CD015705	38244683
CD015705	38244997
CD015705	38245626
CD015705	38245796
CD015705	38247896
CD015705	38248510
CD015705	38249654
CD015705	38249736
CD015705	38249825
CD015705	38249859
CD015705	38249968
CD015705	38250054
CD015705	38250145
CD015705	38250206
CD015705	38250781
CD015705	38251907
CD015705	38252169
CD015705	38252250
CD015705	38252468
CD015705	38252475
CD015705	38252731
CD015705	38253063
CD015705	38253133
CD015705	38253337
CD015705	38254065
CD015705	38254129
CD015705	38255084
CD015705	38256306
CD015705	38256540
CD015705	38257618
CD015705	38258302
CD015705	38259227
CD015705	38259773
CD015705	38259795
CD015705	38259826
CD015705	38259896
CD015705	38260693
CD015705	38260801
CD015705	38261369
CD015705	38261519
CD015705	38262649
CD015705	38263871
CD015705	38264178
CD015705	38264256
CD015705	38264501
CD015705	38264508
CD015705	38264977
CD015705	38265039
CD015705	38265804
CD015705	38265855
CD015705	38265857
CD015705	38265862
CD015705	38265866
CD015705	38266120
CD015705	38266308
CD015705	38266425
CD015705	38266426
CD015705	38266502
CD015705	38267837
CD015705	38268272
CD015705	38268286
CD015705	38268298
CD015705	38269371
CD015705	38269533
CD015705	38269583
CD015705	38269756
CD015705	38269758
CD015705	38269787
CD015705	38269795
CD015705	38269804
CD015705	38269805
CD015705	38269812
CD015705	38269816
CD015705	38269838
CD015705	38269842
CD015705	38269844
CD015705	38269846
CD015705	38269947
CD015705	38269975
CD015705	38269976
CD015705	38269981
CD015705	38269987
CD015705	38269995
CD015705	38270006
CD015705	38270486
CD015705	38270909
CD015705	38270914
CD015705	38270924
CD015705	38270953
CD015705	38271050
CD015705	38271087
CD015705	38272315
CD015705	38272800
CD015705	38273993
CD015705	38273995
CD015705	38274090
CD015705	38274175
CD015705	38274440
CD015705	38276121
CD015705	38277195
CD015705	38277628
CD015705	38277811
CD015705	38278482
CD015705	38278710
CD015705	38278738
CD015705	38279598
CD015705	38279658
CD015705	38280108
CD015705	38280999
CD015705	38281026
CD015705	38281307
CD015705	38281318
CD015705	38281892
CD015705	38282226
CD015705	38282541
CD015705	38282592
CD015705	38282629
CD015705	38282759
CD015705	38282921
CD015705	38283749
CD015705	38284415
CD015705	38284700
CD015705	38285717
CD015705	38285806
CD015705	38285910
CD015705	38286100
CD015705	38286130
CD015705	38286191
CD015705	38286564
CD015705	38287271
CD015705	38287389
CD015705	38287537
CD015705	38287680
CD015705	38287897
CD015705	38288208
CD015705	38288697
CD015705	38289667
CD015705	38289669
CD015705	38290160
CD015705	38290244
CD015705	38290584
CD015705	38290587
CD015705	38292944
CD015705	38293802
CD015705	38293821
CD015705	38294861
CD015705	38295034
CD015705	38295046
CD015705	38295718
CD015705	38296035
CD015705	38296271
CD015705	38296282
CD015705	38296301
CD015705	38297272
CD015705	38297364
CD015705	38297820
CD015705	38297990
CD015705	38298025
CD015705	38298029
CD015705	38299541
CD015705	38299559
CD015705	38300284
CD015705	38300388
CD015705	38300530
CD015705	38300693
CD015705	38300695
CD015705	38300963
CD015705	38301189
CD015705	38301626
CD015705	38301908
CD015705	38302335
CD015705	38303033
CD015705	38303748
CD015705	38304588
CD015705	38304744
CD015705	38305137
CD015705	38305906
CD015705	38306151
CD015705	38306159
CD015705	38306162
CD015705	38306366
CD015705	38306387
CD015705	38306391
CD015705	38306850
CD015705	38307530
CD015705	38307706
CD015705	38308025
CD015705	38308069
CD015705	38308182
CD015705	38308334
CD015705	38308819
CD015705	38309415
CD015705	38309416
CD015705	38309583
CD015705	38309993
CD015705	38310217
CD015705	38310468
CD015705	38310755
CD015705	38311306
CD015705	38311545
CD015705	38312408
CD015705	38312453
CD015705	38312477
CD015705	38313037
CD015705	38314019
CD015705	38314194
CD015705	38314230
CD015705	38314635
CD015705	38314754
CD015705	38314863
CD015705	38315472
CD015705	38316156
CD015705	38317194
CD015705	38317236
CD015705	38317462
CD015705	38317685
CD015705	38317775
CD015705	38318246
CD015705	38319619
CD015705	38319696
CD015705	38321401
CD015705	38321484
CD015705	38321562
CD015705	38321582
CD015705	38322798
CD015705	38322804
CD015705	38323144
CD015705	38323148
CD015705	38323687
CD015705	38324020
CD015705	38324645
CD015705	38325548
CD015705	38325799
CD015705	38325899
CD015705	38326771
CD015705	38326805
CD015705	38328276
CD015705	38328518
CD015705	38328741
CD015705	38328905
CD015705	38329047
CD015705	38329786
CD015705	38329793
CD015705	38329800
CD015705	38329947
CD015705	38330028
CD015705	38330823
CD015705	38332497
CD015705	38333155
CD015705	38333180
CD015705	38333365
CD015705	38334935
CD015705	38335014
CD015705	38335016
CD015705	38335098
CD015705	38335411
CD015705	38335745
CD015705	38336731
CD015705	38336736
CD015705	38336943
CD015705	38337454
CD015705	38337558
CD015705	38337677
CD015705	38338271
CD015705	38339538
CD015705	38340573
CD015705	38341210
CD015705	38341218
CD015705	38341800
CD015705	38341986
CD015705	38342096
CD015705	38342438
CD015705	38342642
CD015705	38343091
CD015705	38343168
CD015705	38343225
CD015705	38343630
CD015705	38343857
CD015705	38344335
CD015705	38344338
CD015705	38344510
CD015705	38344533
CD015705	38344909
CD015705	38345377
CD015705	38345615
CD015705	38345836
CD015705	38345851
CD015705	38345855
CD015705	38346290
CD015705	38346877
CD015705	38347090
CD015705	38347346
CD015705	38347525
CD015705	38347851
CD015705	38347975
CD015705	38348964
CD015705	38349347
CD015705	38349710
CD015705	38349711
CD015705	38349734
CD015705	38349902
CD015705	38350643
CD015705	38350673
CD015705	38350921
CD015705	38350974
CD015705	38351101
CD015705	38351391
CD015705	38351509
CD015705	38352382
CD015705	38352466
CD015705	38353112
CD015705	38353562
CD015705	38353950
CD015705	38354022
CD015705	38354430
CD015705	38354837
CD015705	38355171
CD015705	38355173
CD015705	38355193
CD015705	38355567
